Make;Model;Year;Engine_Fuel_Type;Engine_HP;Engine_Cylinders;Transmission_Type;Driven_Wheels;Number_of_Doors;Vehicle_Size;Vehicle_Style;highway_L_100Km;city_L_100Km;Popularity;Price
Cadillac;ATS_Coupe;s4_2013_up;flex_fuel__unleaded_E85_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;flex_fuel__unleaded_E85_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;flex_fuel__unleaded_E85_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s04_30000_40000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_Coupe;s4_2013_up;regular_unleaded;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s1_below_3;Compact;Coupe;s2_10_15;s2_5_10;s04_1500_2000;s05_40000_50000
Cadillac;ATS_V;s4_2013_up;premium_unleaded__recommended_;s05_400_500;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Compact;Coupe;s1_below_10;s2_5_10;s04_1500_2000;s06_50000_60000
Cadillac;ATS_V;s4_2013_up;premium_unleaded__recommended_;s05_400_500;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Compact;Coupe;s1_below_10;s2_5_10;s04_1500_2000;s06_50000_60000
Cadillac;ATS_V;s4_2013_up;premium_unleaded__recommended_;s05_400_500;s4_6_8;MANUAL;rear_wheel_drive;s2_3_up;Compact;Sedan;s1_below_10;s2_5_10;s04_1500_2000;s06_50000_60000
Cadillac;ATS_V;s4_2013_up;premium_unleaded__recommended_;s05_400_500;s4_6_8;MANUAL;rear_wheel_drive;s2_3_up;Compact;Sedan;s1_below_10;s2_5_10;s04_1500_2000;s06_50000_60000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Toyota;Avalon_Hybrid;s4_2013_up;regular_unleaded;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s3_15_20;s4_15_20;s05_2000_2500;s04_30000_40000
Dodge;Avenger;s3_2009_2013;flex_fuel__unleaded_E85_;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s03_20000_30000
Dodge;Avenger;s3_2009_2013;flex_fuel__unleaded_E85_;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s03_20000_30000
Dodge;Avenger;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s02_10000_20000
Dodge;Avenger;s3_2009_2013;flex_fuel__unleaded_E85_;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s03_20000_30000
Dodge;Avenger;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s02_10000_20000
Dodge;Avenger;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s03_20000_30000
Dodge;Avenger;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s02_10000_20000
Dodge;Avenger;s4_2013_up;flex_fuel__unleaded_E85_;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s03_20000_30000
Dodge;Avenger;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s04_1500_2000;s03_20000_30000
Chevrolet;Aveo;s2_2005_2009;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s2_2005_2009;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s2_2005_2009;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Chevrolet;Aveo;s3_2009_2013;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s03_1000_1500;s02_10000_20000
Hyundai;Azera;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Azera;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Azera;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Azera;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Azera;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Azera;s4_2013_up;regular_unleaded;s03_200_300;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Pontiac;Aztek;s1_below_2005;regular_unleaded;s02_100_200;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s01_below_500;s03_20000_30000
Pontiac;Aztek;s1_below_2005;regular_unleaded;s02_100_200;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s01_below_500;s02_10000_20000
Pontiac;Aztek;s1_below_2005;regular_unleaded;s02_100_200;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s01_below_500;s03_20000_30000
Pontiac;Aztek;s1_below_2005;regular_unleaded;s02_100_200;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s01_below_500;s02_10000_20000
Pontiac;Aztek;s1_below_2005;regular_unleaded;s02_100_200;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s01_below_500;s03_20000_30000
Pontiac;Aztek;s1_below_2005;regular_unleaded;s02_100_200;s4_6_8;AUTOMATIC;front_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s01_below_500;s03_20000_30000
MercedesBenz;B_Class_Electric_Drive;s4_2013_up;electric;s02_100_200;s1_below_2;DIRECT_DRIVE;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s6_30_up;s6_25_up;s02_500_1000;s04_30000_40000
MercedesBenz;B_Class_Electric_Drive;s4_2013_up;electric;s02_100_200;s1_below_2;DIRECT_DRIVE;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s6_30_up;s6_25_up;s02_500_1000;s04_30000_40000
MercedesBenz;B_Class_Electric_Drive;s4_2013_up;electric;s02_100_200;s1_below_2;DIRECT_DRIVE;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s6_30_up;s6_25_up;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s03_20000_30000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s03_20000_30000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s03_20000_30000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s03_20000_30000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Subaru;B9_Tribeca;s2_2005_2009;premium_unleaded__required_;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s04_30000_40000
Volkswagen;Beetle;s4_2013_up;diesel;s02_100_200;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Beetle;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;Beetle;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
